ticket_number,requestor_fname,requestor_lname,owner_group,issue_category,ticket_type,severity,days_open,statisfaction_score,ticket status,created_date
694-708632-3743-0-T,Tawnya,Harvett,Software,Access/Login,Request,0 - Unassigned,23,0 - Unknown,Waiting for Requestor Feedback,5/17/2020
603-442117-4234-2-S,Kassandra,Stapleford,Hardware,Systems,Issue,0 - Unassigned,3,2 - Satisfied,Waiting for Requestor Feedback,4/20/2020
937-240659-1409-1-U,Doralyn,McVie,Architecture,Hardware,Issue,3 - High,15,2 - Satisfied,Open,8/29/2020
680-494080-5518-1-S,Marwin,Hertwell,Networking,Systems,Request,1 - Low,16,1 - Unsatisfied,Open,5/26/2020
320-211662-0934-2-R,Abbye,Benasik,Security and Governance,Access/Login,Request,2 - Medium,32,0 - Unknown,Open,7/15/2020
969-092562-6726-9-O,Herculie,Elijahu,Security and Governance,Access/Login,Request,1 - Low,12,2 - Satisfied,Closed - No Action,7/21/2020
413-568103-6138-1-X,Kristos,Spottiswood,Architecture,Hardware,Issue,2 - Medium,33,2 - Satisfied,Open,5/24/2020
788-976457-8709-5-G,Ajay,Lyfield,Hardware,Systems,Issue,1 - Low,24,2 - Satisfied,Open,4/10/2020
434-902244-0255-9-S,Ramsay,Frankema,Software,Software,Issue,0 - Unassigned,6,0 - Unknown,Open,6/17/2020
871-899999-2496-0-G,Bryanty,Mattson,Hardware,Systems,Request,0 - Unassigned,1,3 - Highly Satisfied,Resolved,3/18/2020
031-756631-7257-8-D,Juline,Shirlaw,Security and Governance,Access/Login,Issue,1 - Low,22,0 - Unknown,Closed - No Action,7/2/2020
752-986666-7418-6-A,Jenny,Andresen,Architecture,Hardware,Request,2 - Medium,21,0 - Unknown,Waiting for Requestor Feedback,8/14/2020
679-076894-9017-9-P,Odella,Bachshell,Architecture,Hardware,Request,0 - Unassigned,13,2 - Satisfied,Waiting for Requestor Feedback,7/30/2020
143-776539-5799-5-H,Quintana,Mcsarry,Hardware,Hardware,Request,2 - Medium,11,2 - Satisfied,Open,5/28/2020
427-332353-3850-6-G,Bernardina,Mum,Architecture,Systems,Issue,1 - Low,14,0 - Unknown,Open,4/28/2020
218-076134-2723-3-K,Drusilla,Laker,Hardware,Systems,Issue,1 - Low,14,2 - Satisfied,Resolved,7/9/2020
463-497034-9698-7-D,Esmaria,Rust,Networking,Systems,Request,0 - Unassigned,11,3 - Highly Satisfied,Open,6/7/2020
595-961908-6739-2-I,Vinnie,Custed,Networking,Access/Login,Issue,0 - Unassigned,26,0 - Unknown,Open,6/16/2020
275-410287-6320-4-V,Charil,Sally,Architecture,Systems,Issue,2 - Medium,29,2 - Satisfied,Open,10/6/2020
166-022203-7475-6-L,Renata,Utley,Security and Governance,Access/Login,Request,1 - Low,35,3 - Highly Satisfied,Waiting for Requestor Feedback,9/16/2020
717-236769-2136-3-T,Drusi,Old,Security and Governance,Access/Login,Request,0 - Unassigned,14,1 - Unsatisfied,Resolved,4/27/2020
956-738733-2517-6-M,Mame,Happer,Architecture,Hardware,Request,1 - Low,22,2 - Satisfied,Waiting for Requestor Feedback,9/19/2020
372-082275-7289-4-D,Vaughn,Ahmad,Architecture,Systems,Issue,1 - Low,12,3 - Highly Satisfied,Waiting for Requestor Feedback,3/30/2020
873-828438-3209-3-V,Silvia,McTrustey,Security and Governance,Access/Login,Request,0 - Unassigned,32,2 - Satisfied,Open,5/27/2020
127-748506-3508-4-G,Petra,Matskiv,Hardware,Hardware,Issue,0 - Unassigned,2,1 - Unsatisfied,Open,10/16/2020
115-683116-9735-3-C,Francene,Colyer,Hardware,Systems,Request,0 - Unassigned,21,0 - Unknown,Open,4/24/2020
407-798887-7855-6-A,Kaia,Curley,Architecture,Systems,Request,0 - Unassigned,28,3 - Highly Satisfied,Open,4/1/2020
234-708248-3494-4-U,Malvina,Ivanov,Security and Governance,Access/Login,Issue,1 - Low,36,0 - Unknown,Open,4/13/2020
720-841594-4043-6-Y,Wesley,Hellmore,Architecture,Hardware,Issue,1 - Low,23,2 - Satisfied,Open,5/20/2020
896-981891-0535-6-S,Tresa,Teare,Architecture,Systems,Issue,1 - Low,36,2 - Satisfied,Waiting for Requestor Feedback,8/19/2020
145-497432-4465-4-F,Olenolin,Muddicliffe,Software,Software,Issue,1 - Low,7,0 - Unknown,Closed - No Action,5/17/2020
970-921894-9648-6-F,Duky,Brunelli,Security and Governance,Access/Login,Request,1 - Low,7,2 - Satisfied,Open,3/28/2020
991-050764-4823-9-L,Bax,Gravie,Security and Governance,Access/Login,Request,1 - Low,18,0 - Unknown,Open,4/16/2020
705-281166-0066-7-N,Anna-diana,Tearney,Architecture,Systems,Issue,2 - Medium,20,2 - Satisfied,Open,5/10/2020
693-920977-6473-6-V,Lela,Penkman,Networking,Access/Login,Issue,0 - Unassigned,28,1 - Unsatisfied,Open,4/22/2020
113-136031-4215-6-L,Gill,Vasishchev,Software,Access/Login,Issue,3 - High,26,2 - Satisfied,Resolved,10/16/2020
660-960695-4282-5-G,Dannie,Hoys,Architecture,Hardware,Issue,3 - High,33,0 - Unknown,Open,6/13/2020
545-621698-0447-4-S,Blondy,Treven,Architecture,Systems,Issue,1 - Low,37,0 - Unknown,Open,6/3/2020
408-859152-6955-7-A,Goldy,Moncrieffe,Architecture,Hardware,Request,0 - Unassigned,30,2 - Satisfied,Open,9/10/2020
114-108295-5188-1-P,Steffie,Gladwell,Security and Governance,Access/Login,Issue,1 - Low,2,0 - Unknown,Open,6/5/2020
387-066281-7421-6-E,Marita,Edwins,Hardware,Hardware,Request,0 - Unassigned,32,0 - Unknown,Open,3/9/2020
534-667945-7585-1-Z,Dan,Beardsdale,Security and Governance,Access/Login,Issue,1 - Low,37,2 - Satisfied,Open,7/31/2020
794-073590-3220-3-B,Brennen,Bissatt,Networking,Access/Login,Request,0 - Unassigned,19,2 - Satisfied,Resolved,9/25/2020
850-637063-9647-5-H,Travers,Dyball,Architecture,Systems,Request,3 - High,29,1 - Unsatisfied,Waiting for Requestor Feedback,8/11/2020
266-211833-7327-3-I,Helena,Kinker,Architecture,Hardware,Issue,2 - Medium,19,0 - Unknown,Open,3/15/2020
142-919172-2419-5-G,Bruis,Amos,Hardware,Hardware,Issue,3 - High,11,0 - Unknown,Open,10/25/2020
327-342523-2357-8-A,Kathye,Alford,Architecture,Hardware,Issue,1 - Low,35,0 - Unknown,Open,3/24/2020
070-141927-1861-1-M,Elise,Rabat,Software,Access/Login,Request,1 - Low,34,0 - Unknown,Open,7/2/2020
930-005277-1309-0-R,Farly,Yoakley,Architecture,Systems,Request,3 - High,13,0 - Unknown,Waiting for Requestor Feedback,5/25/2020
038-265861-7859-4-W,Josiah,Carwithan,Hardware,Hardware,Request,0 - Unassigned,29,0 - Unknown,Open,3/1/2020
502-871371-3372-6-B,Kingsley,McMorland,Software,Access/Login,Issue,3 - High,32,2 - Satisfied,Waiting for Requestor Feedback,10/3/2020
225-744613-5823-9-P,Ezri,MacGinlay,Software,Access/Login,Issue,1 - Low,35,0 - Unknown,Open,9/1/2020
837-841145-5950-5-T,Inigo,Vamplus,Architecture,Systems,Request,1 - Low,23,2 - Satisfied,Open,7/18/2020
768-519512-8378-1-K,Merrill,Itzkovsky,Architecture,Hardware,Issue,2 - Medium,27,3 - Highly Satisfied,Open,6/25/2020
599-202947-5999-0-L,Haily,Wrinch,Software,Software,Request,2 - Medium,35,0 - Unknown,Resolved,8/31/2020
606-525531-7701-1-M,Belvia,Pensom,Security and Governance,Access/Login,Request,1 - Low,2,2 - Satisfied,Open,6/18/2020
839-546548-4559-1-Z,Patrica,Laffling,Security and Governance,Access/Login,Issue,1 - Low,9,1 - Unsatisfied,Open,3/24/2020
619-885115-1095-0-M,Margalo,Stote,Architecture,Systems,Request,0 - Unassigned,27,3 - Highly Satisfied,Open,3/1/2020
720-314403-7872-6-F,Prinz,Goreisr,Hardware,Hardware,Request,3 - High,32,0 - Unknown,Open,9/25/2020
122-260672-4241-9-X,Winna,Parrin,Software,Software,Issue,3 - High,33,2 - Satisfied,Open,7/28/2020
437-133185-3050-0-J,Cass,Luck,Architecture,Hardware,Request,2 - Medium,27,3 - Highly Satisfied,Open,8/3/2020
431-041823-2619-3-O,Kiley,Shernock,Architecture,Hardware,Request,3 - High,10,2 - Satisfied,Open,3/23/2020
912-815574-5262-8-G,Tine,D'Antonio,Software,Access/Login,Request,1 - Low,28,2 - Satisfied,Open,9/27/2020
883-487935-7232-0-D,Isac,Zoppie,Security and Governance,Access/Login,Request,2 - Medium,2,3 - Highly Satisfied,Open,3/5/2020
035-013354-3416-1-J,Whitney,Gunby,Software,Access/Login,Request,1 - Low,25,3 - Highly Satisfied,Open,9/20/2020
127-170779-8960-3-F,Shelia,Rimes,Software,Access/Login,Issue,0 - Unassigned,32,2 - Satisfied,Open,9/12/2020
314-591680-4195-4-Y,Pauline,Justun,Software,Access/Login,Request,0 - Unassigned,33,2 - Satisfied,Open,7/18/2020
108-309669-4281-2-B,Kelcy,Thumann,Security and Governance,Access/Login,Request,0 - Unassigned,22,0 - Unknown,Open,4/1/2020
148-073441-1601-7-J,Ware,Clutterham,Networking,Hardware,Request,1 - Low,8,0 - Unknown,Open,4/22/2020
931-295146-3821-2-J,Inglebert,FitzGilbert,Software,Access/Login,Issue,2 - Medium,37,0 - Unknown,Open,6/26/2020
210-741076-4734-1-I,Deonne,Hacksby,Security and Governance,Access/Login,Request,2 - Medium,24,2 - Satisfied,Open,8/22/2020
143-420364-1843-9-C,Rosene,Dodgson,Software,Software,Request,0 - Unassigned,1,0 - Unknown,Open,9/20/2020
996-922723-5325-8-S,Adah,Lay,Networking,Access/Login,Request,0 - Unassigned,13,3 - Highly Satisfied,Waiting for Requestor Feedback,5/9/2020
467-035568-3496-1-R,Barbi,Jarad,Networking,Access/Login,Issue,0 - Unassigned,32,0 - Unknown,Open,3/1/2020
046-877101-2682-5-P,Orazio,Sneyd,Architecture,Hardware,Issue,0 - Unassigned,4,2 - Satisfied,Open,4/6/2020
129-156970-6915-5-E,Ebonee,Rawlinson,Software,Access/Login,Request,0 - Unassigned,5,0 - Unknown,Open,4/6/2020
806-260040-5477-2-H,Mariya,Bogeys,Architecture,Systems,Request,0 - Unassigned,18,2 - Satisfied,Open,4/27/2020
897-007186-9674-4-U,Gay,Koppen,Software,Access/Login,Issue,0 - Unassigned,5,2 - Satisfied,Resolved,6/3/2020
528-913698-0891-6-P,Archaimbaud,Lean,Architecture,Hardware,Issue,1 - Low,25,1 - Unsatisfied,Resolved,7/8/2020
317-862654-1533-5-M,Mariette,Wimpeney,Architecture,Hardware,Issue,1 - Low,25,2 - Satisfied,Open,9/1/2020
145-606338-1005-8-B,Kelley,Riddle,Security and Governance,Access/Login,Issue,1 - Low,2,2 - Satisfied,Open,7/28/2020
057-482064-0956-0-J,Kelby,Jakobssen,Hardware,Systems,Request,0 - Unassigned,18,1 - Unsatisfied,Open,6/25/2020
615-507205-3909-9-U,Cyndy,Liddicoat,Networking,Hardware,Request,0 - Unassigned,2,0 - Unknown,Open,10/18/2020
729-751565-8935-5-G,Megan,Muddiman,Architecture,Hardware,Issue,2 - Medium,16,3 - Highly Satisfied,Waiting for Requestor Feedback,3/27/2020
731-058929-1400-7-I,Angel,Vann,Hardware,Systems,Issue,3 - High,4,0 - Unknown,Waiting for Requestor Feedback,5/1/2020
289-087968-4098-4-I,Addy,Mills,Networking,Hardware,Issue,1 - Low,4,3 - Highly Satisfied,Open,6/28/2020
433-537707-1974-5-L,Claudette,Giabucci,Architecture,Hardware,Request,0 - Unassigned,11,3 - Highly Satisfied,Closed - No Action,10/22/2020
917-355138-9294-5-B,Maryl,Arlett,Security and Governance,Access/Login,Issue,1 - Low,8,3 - Highly Satisfied,Open,10/24/2020
701-591580-4668-6-B,Clem,Hammelberg,Security and Governance,Access/Login,Issue,1 - Low,31,0 - Unknown,Resolved,4/4/2020
001-667435-5449-1-J,Liuka,Carslake,Hardware,Systems,Issue,0 - Unassigned,14,0 - Unknown,Resolved,3/30/2020
399-560856-8311-6-J,Michele,Derdes,Networking,Systems,Request,1 - Low,24,3 - Highly Satisfied,Open,8/10/2020
411-852295-4296-1-J,Vanya,Wooler,Hardware,Hardware,Issue,0 - Unassigned,24,0 - Unknown,Open,5/12/2020
355-182869-8146-7-X,Korey,Drynan,Architecture,Systems,Issue,3 - High,15,3 - Highly Satisfied,Waiting for Requestor Feedback,5/6/2020
640-063112-6665-8-I,Cosette,Jakubovicz,Security and Governance,Access/Login,Request,0 - Unassigned,4,3 - Highly Satisfied,Open,10/16/2020
879-700981-6510-6-B,Bartlett,Derr,Hardware,Systems,Issue,1 - Low,19,3 - Highly Satisfied,Open,5/20/2020
409-755677-7732-5-R,Port,Shapcote,Software,Access/Login,Request,1 - Low,9,2 - Satisfied,Open,8/13/2020
455-061717-0250-3-Q,Terrell,Fritzer,Networking,Hardware,Issue,3 - High,10,0 - Unknown,Open,8/18/2020
418-349686-6849-0-H,Paton,Shottin,Hardware,Systems,Request,1 - Low,22,1 - Unsatisfied,Open,7/24/2020
080-687590-0019-2-U,Margareta,Pover,Architecture,Hardware,Issue,0 - Unassigned,4,0 - Unknown,Open,9/7/2020
147-105493-6394-1-P,Armand,Raper,Software,Access/Login,Issue,0 - Unassigned,5,0 - Unknown,Open,10/12/2020
153-610736-5091-2-U,Darsie,Stewartson,Hardware,Hardware,Request,0 - Unassigned,28,2 - Satisfied,Open,5/28/2020
432-700935-7208-3-W,Doretta,Grinyer,Architecture,Hardware,Issue,3 - High,36,3 - Highly Satisfied,Open,7/2/2020
681-986017-2371-1-J,Helen,Simons,Architecture,Hardware,Request,3 - High,27,3 - Highly Satisfied,Waiting for Requestor Feedback,10/2/2020
111-827873-8054-2-S,Ray,Records,Software,Access/Login,Issue,1 - Low,15,0 - Unknown,Open,4/27/2020
128-235884-1801-5-Y,Dacy,Braithwait,Hardware,Systems,Issue,1 - Low,17,3 - Highly Satisfied,Open,6/25/2020
952-494536-3777-4-I,Flossy,Hammelberg,Hardware,Systems,Issue,1 - Low,36,2 - Satisfied,Open,5/21/2020
712-272246-4034-0-H,Charles,Vertigan,Networking,Access/Login,Issue,3 - High,2,0 - Unknown,Open,6/9/2020
819-349513-0888-6-M,Kennan,Olivia,Architecture,Systems,Issue,0 - Unassigned,27,0 - Unknown,Open,8/16/2020
163-770102-1700-3-Q,Cheslie,Belch,Software,Software,Request,3 - High,23,2 - Satisfied,Resolved,8/16/2020
138-128728-4094-3-Q,Mendie,Bonnavant,Networking,Systems,Request,1 - Low,11,1 - Unsatisfied,Waiting for Requestor Feedback,10/29/2020
154-901336-5563-5-H,Nertie,Nardi,Architecture,Hardware,Request,0 - Unassigned,7,2 - Satisfied,Open,5/24/2020
442-767025-3061-8-C,Isak,Rotge,Security and Governance,Access/Login,Request,0 - Unassigned,8,2 - Satisfied,Open,6/15/2020
754-500618-0591-2-W,Celestine,Figliovanni,Networking,Hardware,Issue,0 - Unassigned,20,1 - Unsatisfied,Open,6/30/2020
206-606106-4593-7-Z,Ikey,Jilliss,Software,Access/Login,Request,1 - Low,16,3 - Highly Satisfied,Open,8/16/2020
909-964546-6778-0-X,Jehanna,Lassell,Security and Governance,Access/Login,Issue,1 - Low,27,1 - Unsatisfied,Open,8/13/2020
386-680526-6031-8-P,Zabrina,Keirl,Security and Governance,Access/Login,Issue,0 - Unassigned,1,0 - Unknown,Open,7/19/2020
036-370887-9333-3-N,Moises,Stichel,Software,Access/Login,Issue,0 - Unassigned,24,2 - Satisfied,Open,4/7/2020
949-387995-3618-5-K,Ode,Meeny,Networking,Hardware,Issue,0 - Unassigned,25,3 - Highly Satisfied,Open,5/19/2020
383-099286-9446-5-I,Westleigh,Goforth,Software,Software,Issue,3 - High,6,2 - Satisfied,Open,7/7/2020
476-056757-0775-7-U,Roxine,Tuny,Architecture,Systems,Issue,1 - Low,32,1 - Unsatisfied,Open,7/6/2020
238-324678-9784-6-B,Algernon,Liffe,Software,Software,Issue,3 - High,31,0 - Unknown,Open,4/14/2020
581-728043-4876-8-R,Briant,Tribbeck,Hardware,Systems,Issue,1 - Low,32,0 - Unknown,Open,9/19/2020
328-720530-0402-8-E,Gelya,Bulbrook,Security and Governance,Access/Login,Request,0 - Unassigned,32,0 - Unknown,Open,8/5/2020
507-155726-8538-9-B,Coleen,Audenis,Security and Governance,Access/Login,Issue,1 - Low,18,0 - Unknown,Open,8/25/2020
310-370555-2537-5-J,Roxie,Bachellier,Software,Software,Issue,2 - Medium,8,3 - Highly Satisfied,Open,3/19/2020
407-766123-5734-9-X,Erika,Keeney,Architecture,Systems,Request,0 - Unassigned,30,0 - Unknown,Open,10/30/2020
632-970356-9999-1-V,Garth,Belloch,Architecture,Hardware,Issue,3 - High,20,2 - Satisfied,Open,9/14/2020
088-106325-4572-7-F,Sebastiano,Simnett,Security and Governance,Access/Login,Request,0 - Unassigned,32,1 - Unsatisfied,Open,8/23/2020
664-259892-6879-8-S,Friederike,Moggach,Security and Governance,Access/Login,Request,1 - Low,11,0 - Unknown,Resolved,6/17/2020
847-916367-1971-7-C,Shirl,Cerman,Architecture,Systems,Issue,0 - Unassigned,4,0 - Unknown,Waiting for Requestor Feedback,9/24/2020
091-202948-6410-7-I,Winthrop,De Beneditti,Networking,Hardware,Issue,1 - Low,2,3 - Highly Satisfied,Open,5/18/2020
014-420335-0998-3-Q,Hasty,Schimaschke,Networking,Systems,Issue,1 - Low,14,2 - Satisfied,Resolved,5/4/2020
839-455417-5962-7-K,Rivalee,Andre,Networking,Systems,Request,0 - Unassigned,33,2 - Satisfied,Waiting for Requestor Feedback,7/7/2020
041-573451-3555-6-K,Jemie,Pendergast,Software,Access/Login,Issue,0 - Unassigned,36,2 - Satisfied,Open,6/3/2020
486-062610-4769-7-T,Kain,King,Hardware,Hardware,Request,1 - Low,23,3 - Highly Satisfied,Waiting for Requestor Feedback,8/29/2020
053-512389-6135-7-R,Kathryn,Leroy,Security and Governance,Access/Login,Issue,1 - Low,8,0 - Unknown,Open,4/21/2020
401-509394-2706-8-Y,Leela,Jerromes,Hardware,Hardware,Issue,0 - Unassigned,16,0 - Unknown,Open,10/3/2020
581-851658-7590-0-K,Bobbye,Quigley,Hardware,Hardware,Request,3 - High,23,3 - Highly Satisfied,Waiting for Requestor Feedback,4/7/2020
110-641411-2075-9-Y,Addie,Alp,Software,Access/Login,Request,1 - Low,35,0 - Unknown,Closed - No Action,5/13/2020
511-653722-7515-7-Z,Klara,Gutman,Architecture,Hardware,Issue,2 - Medium,6,0 - Unknown,Open,9/18/2020
905-465907-2868-3-A,Neall,Blomefield,Networking,Access/Login,Issue,1 - Low,17,1 - Unsatisfied,Resolved,5/29/2020
386-097449-6649-5-D,Jacobo,Braham,Architecture,Hardware,Request,1 - Low,8,3 - Highly Satisfied,Open,10/18/2020
142-748313-7731-6-S,Burnard,Coale,Hardware,Hardware,Request,1 - Low,22,0 - Unknown,Open,5/13/2020
536-675038-4998-9-S,Madelene,Gallichiccio,Software,Software,Request,0 - Unassigned,22,1 - Unsatisfied,Waiting for Requestor Feedback,3/28/2020
399-419941-5652-7-H,Mead,Digance,Networking,Systems,Issue,1 - Low,34,1 - Unsatisfied,Open,9/23/2020
663-316493-2358-1-H,Rona,Davidof,Hardware,Hardware,Request,1 - Low,34,0 - Unknown,Resolved,4/20/2020
951-623160-2917-2-G,Pace,Chaikovski,Architecture,Hardware,Issue,1 - Low,19,0 - Unknown,Waiting for Requestor Feedback,9/18/2020
739-026744-3375-9-V,Ulberto,Dolphin,Security and Governance,Access/Login,Issue,2 - Medium,20,1 - Unsatisfied,Open,7/30/2020
079-963247-3053-6-P,Lauritz,Binion,Networking,Access/Login,Request,2 - Medium,15,2 - Satisfied,Open,8/19/2020
107-345531-6456-3-D,Aileen,Fotitt,Software,Access/Login,Request,3 - High,32,3 - Highly Satisfied,Open,3/19/2020
495-562398-1393-6-C,Collin,Goschalk,Networking,Systems,Request,0 - Unassigned,7,3 - Highly Satisfied,Waiting for Requestor Feedback,10/27/2020
289-860322-4463-5-X,Germain,Todeo,Networking,Access/Login,Request,1 - Low,32,3 - Highly Satisfied,Open,5/24/2020
916-736780-4861-5-R,Dwayne,Calvard,Architecture,Hardware,Request,1 - Low,15,3 - Highly Satisfied,Resolved,3/6/2020
557-064384-4767-5-A,Ingamar,Ewbanks,Software,Software,Request,1 - Low,25,2 - Satisfied,Resolved,3/13/2020
803-161290-4448-8-Y,Sanders,MacGraith,Hardware,Systems,Request,2 - Medium,13,3 - Highly Satisfied,Open,4/28/2020
719-900220-5950-2-G,Shawnee,Toward,Software,Access/Login,Request,1 - Low,20,0 - Unknown,Waiting for Requestor Feedback,8/13/2020
970-971009-8972-2-Q,Ursula,Mattosoff,Security and Governance,Access/Login,Request,0 - Unassigned,25,1 - Unsatisfied,Open,5/7/2020
056-758836-9025-3-Q,Dominik,Wabersich,Software,Software,Issue,0 - Unassigned,1,2 - Satisfied,Open,9/21/2020
038-784300-6885-4-Z,Phil,Bantham,Security and Governance,Access/Login,Request,0 - Unassigned,34,0 - Unknown,Resolved,6/8/2020
976-056575-2378-4-P,Ikey,Pagitt,Security and Governance,Access/Login,Issue,1 - Low,33,2 - Satisfied,Open,5/4/2020
448-503255-2408-6-O,Joey,Whall,Software,Software,Request,3 - High,29,1 - Unsatisfied,Resolved,8/30/2020
376-937865-1765-5-L,Carlie,Pinkerton,Software,Software,Issue,0 - Unassigned,23,3 - Highly Satisfied,Open,9/27/2020
051-122654-9431-6-V,Thaddeus,Tohill,Software,Access/Login,Request,3 - High,6,1 - Unsatisfied,Open,4/16/2020
640-380936-3782-4-Z,Lancelot,Garms,Architecture,Hardware,Issue,1 - Low,33,2 - Satisfied,Open,5/6/2020
665-593677-8794-9-Z,Paddy,Brawson,Hardware,Systems,Issue,0 - Unassigned,16,0 - Unknown,Waiting for Requestor Feedback,3/20/2020
059-390404-6636-0-N,Nolly,Ockwell,Networking,Access/Login,Request,0 - Unassigned,31,0 - Unknown,Open,4/9/2020
670-871904-0784-0-K,Nial,Chesterfield,Networking,Access/Login,Request,2 - Medium,18,1 - Unsatisfied,Open,9/29/2020
240-663841-5937-8-Z,Murdoch,Tiller,Security and Governance,Access/Login,Request,0 - Unassigned,30,0 - Unknown,Open,4/24/2020
248-216125-1608-2-A,Lina,Siene,Software,Software,Request,1 - Low,24,0 - Unknown,Resolved,9/15/2020
887-033163-1907-3-G,Sammy,McGiveen,Hardware,Systems,Issue,1 - Low,16,0 - Unknown,Open,4/4/2020
713-777773-0424-0-S,Georgiana,Meaker,Architecture,Systems,Issue,0 - Unassigned,31,2 - Satisfied,Waiting for Requestor Feedback,6/7/2020
341-738244-8502-1-Q,Shell,Lindfors,Hardware,Hardware,Issue,0 - Unassigned,19,0 - Unknown,Open,7/30/2020
714-631645-5633-9-C,Kimberley,Headings,Networking,Hardware,Request,1 - Low,35,2 - Satisfied,Waiting for Requestor Feedback,7/16/2020
660-283880-8974-1-A,Stephannie,Llywarch,Architecture,Systems,Request,1 - Low,11,0 - Unknown,Open,3/8/2020
680-921151-4804-7-D,Carolyn,Gelly,Hardware,Systems,Request,3 - High,6,0 - Unknown,Waiting for Requestor Feedback,7/19/2020
608-034550-0369-1-F,Joana,Blampy,Hardware,Hardware,Request,3 - High,26,1 - Unsatisfied,Open,3/24/2020
466-464159-0891-7-U,Rubin,Constantine,Architecture,Hardware,Issue,0 - Unassigned,8,0 - Unknown,Waiting for Requestor Feedback,9/7/2020
540-147205-7320-7-G,Storm,Jarrold,Networking,Hardware,Issue,2 - Medium,1,0 - Unknown,Open,8/7/2020
200-304666-6148-7-T,Temp,Reace,Networking,Access/Login,Request,3 - High,25,2 - Satisfied,Waiting for Requestor Feedback,8/30/2020
009-741452-2770-3-T,Phyllys,Dignam,Architecture,Hardware,Request,3 - High,21,3 - Highly Satisfied,Open,8/12/2020
129-051237-9538-3-T,Valdemar,Pascall,Hardware,Hardware,Issue,1 - Low,10,0 - Unknown,Waiting for Requestor Feedback,6/23/2020
037-670567-6907-2-C,Giavani,Rodriguez,Software,Access/Login,Issue,1 - Low,11,0 - Unknown,Open,8/16/2020
086-377276-7382-8-B,Hillyer,De Maria,Software,Access/Login,Request,1 - Low,31,3 - Highly Satisfied,Open,7/25/2020
770-542989-4697-9-V,Hadrian,Allsep,Software,Access/Login,Issue,0 - Unassigned,13,0 - Unknown,Open,9/13/2020
153-527505-7184-2-U,Maye,Allmark,Software,Software,Request,3 - High,8,0 - Unknown,Open,10/23/2020
334-265449-0413-8-Z,Irvin,Jillitt,Hardware,Systems,Request,1 - Low,35,0 - Unknown,Open,3/20/2020
